Wall time,Step,Value
1724573814.805521,2048,-493.94744873046875
1724573820.886488,4096,-380.84783935546875
1724573826.827732,6144,-414.6849365234375
1724573832.2606158,8192,-384.5437316894531
1724573837.610971,10240,-335.6116943359375
1724573843.146791,12288,-330.00213623046875
1724573848.5818229,14336,-323.9787292480469
1724573854.301045,16384,-317.2762451171875
1724573860.006028,18432,-332.109619140625
1724573865.513293,20480,-326.5582275390625
1724573870.958486,22528,-307.0559387207031
1724573877.226156,24576,-290.6153259277344
1724573882.885351,26624,-299.6598205566406
1724573888.669135,28672,-261.4336242675781
1724573894.586883,30720,-249.6476593017578
1724573899.9497678,32768,-231.39686584472656
1724573905.32017,34816,-215.16024780273438
1724573910.90395,36864,-213.85345458984375
1724573916.225795,38912,-218.74562072753906
1724573921.172126,40960,-204.16969299316406
1724573926.7489011,43008,-197.53590393066406
1724573931.838536,45056,-163.64776611328125
1724573936.905907,47104,-173.51519775390625
1724573941.9884899,49152,-154.46104431152344
1724573947.052798,51200,-145.80699157714844
1724573952.399015,53248,-139.85690307617188
1724573957.57758,55296,-132.1144256591797
1724573963.238175,57344,-123.51849365234375
1724573969.0156958,59392,-113.39421844482422
1724573974.241038,61440,-95.45819854736328
1724573979.435575,63488,-95.59672546386719
1724573984.660519,65536,-112.48578643798828
1724573989.922584,67584,-113.33296203613281
1724573995.531589,69632,-113.6943359375
1724574000.766102,71680,-106.50212860107422
1724574006.0030038,73728,-107.1617660522461
1724574011.2791412,75776,-94.47783660888672
1724574016.572653,77824,-79.69405364990234
1724574021.9378219,79872,-74.81340789794922
1724574027.290941,81920,-84.0553970336914
1724574032.660289,83968,-78.0588607788086
1724574038.002718,86016,-89.33109283447266
1724574043.373916,88064,-77.39505004882812
1724574048.82583,90112,-61.83938217163086
1724574054.237532,92160,-48.95136260986328
1724574059.5602372,94208,-21.708894729614258
1724574064.919841,96256,-19.0144100189209
1724574070.394112,98304,-10.97565746307373
1724574075.819693,100352,11.911381721496582
1724574081.420513,102400,25.088300704956055
1724574086.824609,104448,44.96062469482422
1724574092.20028,106496,38.2902946472168
1724574097.5968351,108544,16.9458065032959
1724574103.074218,110592,12.408834457397461
1724574108.569555,112640,4.970593452453613
1724574114.186573,114688,18.819576263427734
1724574119.64518,116736,27.836111068725586
1724574125.1389399,118784,29.54176902770996
1724574130.5910342,120832,25.280282974243164
1724574136.106155,122880,21.43866729736328
1724574141.545023,124928,9.502341270446777
1724574146.986441,126976,26.44247817993164
1724574152.534372,129024,13.286048889160156
1724574158.179204,131072,11.93561840057373
1724574163.872492,133120,5.570683479309082
1724574169.5234492,135168,-6.164726734161377
1724574175.195703,137216,-10.340986251831055
1724574180.912729,139264,-1.003435492515564
1724574186.532084,141312,15.889961242675781
1724574192.229116,143360,25.887039184570312
1724574198.002203,145408,27.799821853637695
1724574203.8240829,147456,30.202102661132812
1724574209.718067,149504,32.69767379760742
1724574215.409431,151552,19.803104400634766
1724574221.0616288,153600,19.493850708007812
1724574226.8582568,155648,25.66023826599121
1724574232.5643048,157696,20.580997467041016
1724574238.351925,159744,12.335350036621094
1724574244.109608,161792,16.186145782470703
1724574249.9395661,163840,29.31647491455078
1724574255.6526668,165888,37.140499114990234
1724574261.4457998,167936,28.362411499023438
1724574267.258155,169984,37.54469680786133
1724574273.0733461,172032,37.03048324584961
1724574279.158331,174080,31.032066345214844
1724574285.00073,176128,22.88440704345703
1724574290.862088,178176,16.98487091064453
1724574297.006767,180224,4.7154860496521
1724574302.94958,182272,15.417949676513672
1724574308.8680809,184320,35.34031677246094
1724574314.7981281,186368,42.72447967529297
1724574320.803543,188416,50.54429244995117
1724574326.8710122,190464,52.099830627441406
1724574332.9605272,192512,45.696807861328125
1724574339.070197,194560,45.144344329833984
1724574345.3615518,196608,52.06403732299805
1724574351.502021,198656,62.72153091430664
1724574357.5655282,200704,44.0798225402832
1724574363.6851919,202752,38.15729522705078
1724574369.706326,204800,19.2911319732666
1724574376.34176,206848,24.71059226989746
1724574384.4514601,208896,21.767112731933594
1724574390.790868,210944,34.96243667602539
1724574396.872145,212992,41.976097106933594
1724574403.212529,215040,49.7039794921875
1724574410.424747,217088,43.368377685546875
1724574416.668171,219136,37.16080856323242
1724574422.807626,221184,24.826251983642578
1724574428.966999,223232,21.165685653686523
1724574435.303909,225280,15.965546607971191
1724574441.4060988,227328,3.614351749420166
1724574447.628384,229376,9.277851104736328
1724574453.7478452,231424,1.4101365804672241
1724574459.690521,233472,5.283099174499512
1724574465.768697,235520,23.686046600341797
1724574471.785693,237568,19.540847778320312
1724574477.9335308,239616,14.372086524963379
1724574484.000185,241664,20.616113662719727
1724574490.2151701,243712,36.7026481628418
1724574496.27498,245760,35.32353210449219
1724574502.302541,247808,42.97238540649414
1724574508.486031,249856,37.75271224975586
1724574514.452489,251904,52.863014221191406
