Wall time,Step,Value
1724572967.755625,2048,-489.10772705078125
1724572973.4667652,4096,-380.3824768066406
1724572979.0913951,6144,-422.5399169921875
1724572983.98475,8192,-439.0776062011719
1724572988.83148,10240,-449.2370300292969
1724572995.030106,12288,-427.8625183105469
1724573001.4693792,14336,-404.5139465332031
1724573006.843953,16384,-412.00128173828125
1724573012.441153,18432,-418.5805358886719
1724573017.87033,20480,-386.2908630371094
1724573023.732322,22528,-391.6580505371094
1724573030.2948081,24576,-367.89556884765625
1724573036.851663,26624,-359.81402587890625
1724573042.896082,28672,-351.75537109375
1724573048.512755,30720,-357.0790710449219
1724573053.636389,32768,-336.9192199707031
1724573058.750279,34816,-341.69671630859375
1724573063.79398,36864,-343.2679138183594
1724573069.163862,38912,-335.79669189453125
1724573075.4325042,40960,-337.55316162109375
1724573081.636611,43008,-313.9137268066406
1724573088.131055,45056,-312.0272216796875
1724573094.289085,47104,-303.9821472167969
1724573100.286026,49152,-266.4226379394531
1724573106.559693,51200,-257.8131408691406
1724573112.892203,53248,-217.93804931640625
1724573120.807771,55296,-199.1258544921875
1724573127.647097,57344,-181.04823303222656
1724573134.602932,59392,-178.87779235839844
1724573140.948291,61440,-151.80165100097656
1724573147.4459982,63488,-147.38455200195312
1724573153.825034,65536,-110.37962341308594
1724573159.749037,67584,-93.50667572021484
1724573165.9206421,69632,-84.78714752197266
1724573172.173354,71680,-62.284461975097656
1724573179.0274189,73728,-55.738548278808594
1724573187.539286,75776,-47.05474090576172
1724573193.8817348,77824,-25.851762771606445
1724573200.447189,79872,-3.859342575073242
1724573206.908333,81920,0.39394232630729675
1724573214.0895848,83968,-11.03918170928955
1724573220.9931898,86016,7.344357013702393
1724573228.168532,88064,11.211045265197754
1724573234.603572,90112,8.624795913696289
1724573241.091085,92160,4.499061107635498
1724573247.766863,94208,0.8517274856567383
1724573253.641471,96256,-3.790940761566162
1724573260.0599139,98304,13.638245582580566
1724573267.226511,100352,9.04564380645752
1724573274.26161,102400,-1.6758055686950684
1724573281.3978372,104448,-6.471194267272949
1724573288.055698,106496,1.3803778886795044
1724573295.4261901,108544,-4.867183685302734
1724573302.402286,110592,6.00267219543457
1724573309.774003,112640,7.09609842300415
1724573316.176606,114688,2.894934892654419
1724573323.695047,116736,13.938061714172363
1724573330.857961,118784,22.191282272338867
1724573337.066725,120832,28.677785873413086
1724573344.095986,122880,30.82543182373047
1724573350.6386392,124928,18.873302459716797
1724573357.446684,126976,33.322235107421875
1724573364.690179,129024,45.43635559082031
1724573371.612229,131072,59.53300094604492
1724573378.0213199,133120,58.17215347290039
1724573384.928299,135168,44.738990783691406
1724573392.1638541,137216,59.25067901611328
1724573399.721571,139264,68.38347625732422
1724573405.603412,141312,55.98142623901367
1724573411.2724311,143360,51.15092849731445
1724573417.0728729,145408,59.97353744506836
1724573422.758618,147456,63.14749526977539
1724573428.649457,149504,70.6240463256836
1724573434.450353,151552,60.24034881591797
1724573440.1146,153600,47.24638366699219
1724573445.8729641,155648,40.54154968261719
1724573451.7810292,157696,35.19490432739258
1724573457.467438,159744,31.539079666137695
1724573463.2201579,161792,25.45380973815918
1724573468.937328,163840,38.72340774536133
1724573474.676772,165888,23.914825439453125
1724573481.8099,167936,30.528594970703125
1724573488.742333,169984,55.12794494628906
1724573495.8768508,172032,66.30888366699219
1724573503.003768,174080,54.237449645996094
1724573508.888065,176128,51.93336486816406
1724573515.771947,178176,59.127777099609375
1724573522.111895,180224,70.81283569335938
1724573528.158981,182272,71.75534057617188
1724573534.026487,184320,72.0809326171875
1724573539.910184,186368,89.8302230834961
1724573546.094777,188416,91.70387268066406
1724573552.1275132,190464,92.54368591308594
1724573559.4157581,192512,105.48687744140625
1724573567.2220979,194560,104.8597183227539
1724573574.30668,196608,104.41785430908203
1724573580.703889,198656,111.39087677001953
1724573587.882352,200704,99.02600860595703
1724573594.5618172,202752,93.76067352294922
1724573600.6431282,204800,93.90185546875
1724573606.8861408,206848,80.22960662841797
1724573613.293961,208896,79.66571044921875
1724573619.881881,210944,73.5119857788086
1724573625.79585,212992,66.6316146850586
1724573631.53673,215040,60.364402770996094
1724573637.29162,217088,52.28797912597656
1724573643.0985239,219136,45.249210357666016
1724573648.9105978,221184,48.44990158081055
1724573654.73891,223232,36.55588912963867
1724573660.4336681,225280,27.88304328918457
1724573666.205473,227328,28.25318145751953
1724573672.0649621,229376,43.149658203125
1724573677.802798,231424,44.00584411621094
1724573683.704545,233472,37.89584732055664
1724573690.116734,235520,27.15937042236328
1724573696.430153,237568,27.454355239868164
1724573702.984906,239616,33.17973327636719
1724573709.970114,241664,34.769168853759766
1724573716.316291,243712,32.28734588623047
1724573722.8145988,245760,40.000038146972656
1724573728.510635,247808,34.374019622802734
1724573734.253946,249856,33.66291046142578
1724573740.292404,251904,41.264434814453125
