Wall time,Step,Value
1724575360.78503,2048,-307.0617370605469
1724575366.6886468,4096,-399.2441711425781
1724575373.159372,6144,-432.8125915527344
1724575378.84569,8192,-322.4320983886719
1724575385.1064808,10240,-352.8315124511719
1724575391.052128,12288,-371.6592712402344
1724575396.918072,14336,-362.0997009277344
1724575403.3446422,16384,-344.8642883300781
1724575409.27547,18432,-360.973388671875
1724575416.105872,20480,-371.6180725097656
1724575422.085199,22528,-323.5337219238281
1724575427.293331,24576,-333.5188293457031
1724575432.318311,26624,-334.12786865234375
1724575437.6026251,28672,-293.2370300292969
1724575443.934978,30720,-302.01513671875
1724575449.654923,32768,-285.8246765136719
1724575455.131499,34816,-285.24346923828125
1724575460.368315,36864,-284.90203857421875
1724575467.66033,38912,-282.7276306152344
1724575474.756748,40960,-265.15203857421875
1724575480.541776,43008,-253.33802795410156
1724575485.778358,45056,-240.52264404296875
1724575491.1107042,47104,-244.17274475097656
1724575496.487803,49152,-255.02749633789062
1724575501.907315,51200,-214.18885803222656
1724575507.236288,53248,-217.7960662841797
1724575512.873037,55296,-215.9691619873047
1724575518.7374709,57344,-200.30191040039062
1724575524.048129,59392,-193.55361938476562
1724575529.594499,61440,-192.96920776367188
1724575534.95396,63488,-156.9503631591797
1724575540.361494,65536,-157.4697265625
1724575545.648664,67584,-163.0638427734375
1724575550.956084,69632,-146.46466064453125
1724575556.311875,71680,-120.19586944580078
1724575561.6966112,73728,-118.58515167236328
1724575567.061853,75776,-115.71256256103516
1724575572.4828548,77824,-122.00457763671875
1724575577.9290528,79872,-113.71074676513672
1724575583.382554,81920,-105.41700744628906
1724575588.795739,83968,-89.23170471191406
1724575594.359464,86016,-83.89615631103516
1724575600.024103,88064,-69.17122650146484
1724575605.690458,90112,-83.91400909423828
1724575611.284831,92160,-70.14842224121094
1724575616.8559968,94208,-63.505889892578125
1724575622.499342,96256,-57.9166259765625
1724575628.261363,98304,-39.424659729003906
1724575634.032674,100352,-53.901397705078125
1724575639.856728,102400,-64.1601791381836
1724575645.620812,104448,-52.42442321777344
1724575651.341441,106496,-48.27408981323242
1724575657.170246,108544,-58.11741256713867
1724575662.978845,110592,-61.99583435058594
1724575668.909389,112640,-56.34757614135742
1724575674.890728,114688,-59.29431915283203
1724575680.833154,116736,-43.06528854370117
1724575686.717623,118784,-34.07938766479492
1724575692.72299,120832,-36.59927749633789
1724575698.608843,122880,-22.056089401245117
1724575704.561644,124928,-19.196592330932617
1724575710.5124469,126976,-18.359556198120117
1724575716.571241,129024,-23.142539978027344
1724575722.472564,131072,-17.533695220947266
1724575728.43255,133120,1.1707547903060913
1724575734.578803,135168,8.010309219360352
1724575740.587311,137216,14.386537551879883
1724575746.618102,139264,27.203296661376953
1724575752.538444,141312,34.34233093261719
1724575758.637484,143360,36.00643539428711
1724575764.648407,145408,36.47168731689453
1724575770.641691,147456,24.008562088012695
1724575776.7715929,149504,32.872962951660156
1724575782.889825,151552,26.846662521362305
1724575788.955194,153600,19.987924575805664
1724575794.91483,155648,18.762575149536133
1724575801.071323,157696,17.730165481567383
1724575807.1097012,159744,24.141643524169922
1724575813.1706638,161792,30.805095672607422
1724575819.416332,163840,31.668874740600586
1724575825.432837,165888,35.57418441772461
1724575831.415315,167936,35.48560333251953
1724575837.3833659,169984,31.100488662719727
1724575843.216455,172032,14.880725860595703
1724575849.0819762,174080,21.842031478881836
1724575855.132849,176128,14.645490646362305
1724575861.412535,178176,18.4175968170166
1724575867.504422,180224,13.280534744262695
1724575873.400913,182272,20.905298233032227
1724575879.3998249,184320,31.609655380249023
1724575885.539764,186368,38.04045104980469
1724575891.751554,188416,37.246700286865234
1724575897.737636,190464,32.99782943725586
1724575903.901176,192512,41.22866439819336
1724575910.043255,194560,37.0568962097168
1724575916.387869,196608,30.1121883392334
1724575922.430262,198656,28.788949966430664
1724575928.475901,200704,31.169384002685547
1724575934.610351,202752,20.22258949279785
1724575940.6984398,204800,21.960243225097656
1724575946.9237068,206848,16.59781837463379
1724575953.136189,208896,16.267580032348633
1724575959.263314,210944,9.179091453552246
1724575965.226779,212992,9.794312477111816
1724575971.464195,215040,12.39859676361084
1724575977.564332,217088,1.9970797300338745
1724575983.589889,219136,2.3977696895599365
1724575989.5570061,221184,-3.798025369644165
1724575995.5364811,223232,2.2941415309906006
1724576001.4884539,225280,-9.006314277648926
1724576007.6679418,227328,3.666900157928467
1724576013.603831,229376,-3.10369610786438
1724576019.513535,231424,2.136784076690674
1724576026.029033,233472,-3.9172778129577637
1724576032.109257,235520,-4.707396984100342
1724576038.060978,237568,1.2542636394500732
1724576044.255618,239616,1.9940836429595947
1724576050.139333,241664,-3.247361183166504
1724576056.142684,243712,-6.521148681640625
1724576062.325386,245760,5.002965450286865
1724576068.447178,247808,13.446928977966309
1724576074.40428,249856,21.17949867248535
1724576080.385278,251904,19.584718704223633
